,Код товара,Месяц,Направление продаж,"Продажи, шт"
3733,118,7,Оптовая торговля,48
3734,118,8,Розничная торговля,45
3735,118,8,Оптовая торговля,43
3736,118,9,Розничная торговля,40
3737,118,9,Оптовая торговля,38
3738,321,7,Розничная торговля,45
3739,321,7,Оптовая торговля,43
3740,321,8,Розничная торговля,45
3741,321,8,Оптовая торговля,43
3742,321,9,Розничная торговля,44
3743,321,9,Оптовая торговля,42
3744,652,7,Розничная торговля,45
3745,652,7,Оптовая торговля,44
3746,652,8,Розничная торговля,46
3747,652,8,Оптовая торговля,46
3748,652,9,Розничная торговля,45
3749,652,9,Оптовая торговля,45
3750,253,7,Розничная торговля,45
3751,253,7,Оптовая торговля,45
3752,253,8,Розничная торговля,41
3753,253,8,Оптовая торговля,42
3754,253,9,Розничная торговля,48
3755,253,9,Оптовая торговля,48
3756,351,7,Розничная торговля,46
3757,351,7,Оптовая торговля,45
3758,351,8,Розничная торговля,44
3759,351,8,Оптовая торговля,44
3760,351,9,Розничная торговля,46
3761,351,9,Оптовая торговля,46
3762,293,7,Розничная торговля,47
3763,293,7,Оптовая торговля,46
3764,293,8,Розничная торговля,45
3765,293,8,Оптовая торговля,45
3766,293,9,Розничная торговля,46
3767,293,9,Оптовая торговля,45
3768,643,7,Розничная торговля,44
3769,643,7,Оптовая торговля,44
3770,643,8,Розничная торговля,48
3771,643,8,Оптовая торговля,47
3772,643,9,Розничная торговля,45
3773,643,9,Оптовая торговля,45
3774,428,7,Розничная торговля,42
3775,428,7,Оптовая торговля,41
3776,428,8,Розничная торговля,42
3777,428,8,Оптовая торговля,45
3778,428,9,Розничная торговля,42
3779,428,9,Оптовая торговля,43
3780,338,7,Розничная торговля,44
3781,338,7,Оптовая торговля,44
3782,338,8,Розничная торговля,46
3783,338,8,Оптовая торговля,47
3784,338,9,Розничная торговля,46
3785,338,9,Оптовая торговля,46
3786,288,7,Розничная торговля,43
3787,288,7,Оптовая торговля,44
3788,288,8,Розничная торговля,45
3789,288,8,Оптовая торговля,44
3790,288,9,Розничная торговля,43
3791,288,9,Оптовая торговля,44
3792,176,7,Розничная торговля,42
3793,176,7,Оптовая торговля,42
3794,176,8,Розничная торговля,46
3795,176,8,Оптовая торговля,46
3796,176,9,Розничная торговля,46
3797,176,9,Оптовая торговля,46
3798,404,7,Розничная торговля,45
3799,404,7,Оптовая торговля,45
3800,404,8,Розничная торговля,45
3801,404,8,Оптовая торговля,45
3802,404,9,Розничная торговля,43
3803,404,9,Оптовая торговля,43
3804,423,7,Розничная торговля,44
3805,423,7,Оптовая торговля,22
3806,423,8,Розничная торговля,44
3807,423,8,Оптовая торговля,22
3808,423,9,Розничная торговля,44
3809,423,9,Оптовая торговля,22
3810,56,7,Розничная торговля,46
3811,56,7,Оптовая торговля,44
3812,56,8,Розничная торговля,44
3813,56,8,Оптовая торговля,42
3814,56,9,Розничная торговля,47
3815,56,9,Оптовая торговля,45
3816,221,7,Розничная торговля,44
3817,221,7,Оптовая торговля,42
3818,221,8,Розничная торговля,44
3819,221,8,Оптовая торговля,43
3820,221,9,Розничная торговля,51
3821,221,9,Оптовая торговля,49
3822,214,7,Розничная торговля,43
3823,214,7,Оптовая торговля,42
3824,214,8,Розничная торговля,43
3825,214,8,Оптовая торговля,43
3826,214,9,Розничная торговля,46
3827,214,9,Оптовая торговля,46
3828,612,7,Розничная торговля,47
3829,612,7,Оптовая торговля,47
3830,612,8,Розничная торговля,47
3831,612,8,Оптовая торговля,47
3832,612,9,Розничная торговля,49
3833,612,9,Оптовая торговля,50
3834,297,7,Розничная торговля,45
3835,297,7,Оптовая торговля,43
3836,297,8,Розничная торговля,46
3837,297,8,Оптовая торговля,44
3838,297,9,Розничная торговля,47
3839,297,9,Оптовая торговля,45
3840,266,7,Розничная торговля,45
3841,266,7,Оптовая торговля,45
3842,266,8,Розничная торговля,44
3843,266,8,Оптовая торговля,44
3844,266,9,Розничная торговля,44
3845,266,9,Оптовая торговля,44
3846,635,7,Розничная торговля,48
3847,635,7,Оптовая торговля,49
3848,635,8,Розничная торговля,47
3849,635,8,Оптовая торговля,49
3850,635,9,Розничная торговля,46
3851,635,9,Оптовая торговля,47
3852,298,7,Розничная торговля,37
3853,298,7,Оптовая торговля,40
3854,298,8,Розничная торговля,38
3855,298,8,Оптовая торговля,40
3856,298,9,Розничная торговля,35
